,new_imdb_id,title_name,content_category,keyword_list,genre_list,Dominant_Topic,Topic_Perc_Contrib
995,tt0472219,The Batman vs. Dracula,movies,"['Horror', 'Gothic', 'Fighting', 'Action', 'Gotham City', 'False Accusations', 'Supernatural', 'Couples', 'Super-Villains', 'Fantasy', 'Mind Games', 'Good vs Evil', 'Business Executives', 'Based on a TV Series', 'Vampires', 'Romance', 'Criminals', 'Adventures', 'Intense', 'Superheroes', 'Protecting the Innocent', '2000s', 'Fantasy World', 'Vigilantes', 'Secret Identities', 'Animation', 'Based on a Comic', 'Award-Nominated', 'Violent']","['Animation', 'Action', 'Horror', 'Thriller']",0,0.5754106
996,tt0372532,The Wedding Date,movies,"['Fiancés', 'Romcom', 'Affairs or Infidelity', 'Relationships', 'Weddings', '2000s', 'Sex Workers', 'Exes', 'Heart-Warming', 'Based on a Novel', 'Satisfying', 'Forgiveness', 'Romance', 'London', 'Secret Identities', 'Love', 'Duplicity', 'Sisters', 'Fun', 'Breakups']","['Comedy', 'Romance']",4,0.65096414
997,tt4438848,Neighbors 2: Sorority Rising,movies,"['Alcohol', 'School Administrators', 'Duplicity', 'Sequel', 'Jealousy', 'Culture Clash', 'Colleges', 'Fun', 'Absurd', 'Spouses', 'Children', 'Silly', 'Suburbs', 'Forgiveness', 'Generation Gap', 'Rivals', 'Unlikely Friendship', 'Underdogs', 'Edgy', 'Feminism', 'Diversity', 'Underage Drinking', 'Comedy', 'Law Enforcement', 'Desire', 'Parties', 'Practical Jokes or Pranks', 'Parents', 'Redemption', 'Drugs']",['Comedy'],4,0.4156572
998,tt5424368,LEGO Friends: Girlz 4 Life,movies,"['Musical Performances', 'Animation', 'Silly', '2010s', 'Family', 'Lighthearted', 'Rivalries', 'Friendship', 'Thieves', 'Betrayal']","['Animation', 'Family']",3,0.4293576
999,tt0114279,Richard III,movies,"['Political Unrest', 'Tragedies', 'Rivals', 'Based on a Stage Play', 'Fascism', 'Military', 'Drama', '1930s', 'Civil Wars', 'Government', 'Ambition', 'Cynical', 'Corruption', 'Critically Acclaimed', 'England', 'Battle Zones', 'Captivating', 'Politics', 'London', 'Imaginative', 'Breaking the Fourth Wall', 'Royalty', 'Alternate History', 'Murder', 'Duplicity', 'Historical Figures', 'Clever', 'Power Struggle', 'Award-Winning', 'Period Piece']","['Drama', 'Sci-Fi', 'War']",1,0.588523
1000,tt5884052,Pokémon Detective Pikachu,movies,"['Imaginative', 'Based on a Game', 'Humanized Animals', 'Missing People', 'Discovering the Truth', 'Mysteries', 'Crimes', 'Loyal Sidekick', 'Fish Out of Water', 'Unlikely Friendship', 'Humor', 'Lighthearted', 'Animation & Live Action', 'Quirky', 'Teens', 'Adventures', 'Action', 'Silly', 'Comedy', 'Corruption', 'Fictional World', 'On the Run', 'Law Enforcement', 'Detectives']","['Action', 'Adventure', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']",0,0.3865166
1001,tt1679235,Mean Girls 2,movies,"['Body Image', 'Teens', 'Peer Pressure', 'Social Commentary', 'Clever', 'Sequel', 'Parents', '2010s', 'Egos', 'Semi-Serious', 'Death', 'Practical Jokes or Pranks', 'Human Nature', 'Comedy', 'Money', 'Duplicity', 'Parties', 'Students', 'Obsession', 'Power', 'Cynical', 'Witty', 'Illinois', 'Suburbs', 'Adolescence', 'False Accusations']",['Comedy'],4,0.48636988
1002,tt4768396,The Bachelor (New Zealand),series,"['Sexuality', 'Travel', 'Romance', 'Journeys', 'Marriage Engagements', 'Vacations', 'Relationships', '2010s', 'Love', 'Romantic', 'Love Triangle', 'Couples', 'New Zealand', 'Based on a TV Series', 'Rivalries', 'Jealousy', 'Sensual', 'Reality Show', 'Dating', 'Competitions']",['Reality-TV'],3,0.52711844
1003,tt7713450,,series,"['Emmy Nominated', 'Family', '2020s', 'Discovery or Exploration', 'Maryland', 'Imaginative', 'Childhood', 'Fictional World', 'Funny', 'Imaginary', 'Parents', 'Friends', 'Wilderness', 'Animation', 'Siblings', 'Comedy', 'Friendship', 'Children', 'Adventures', '2010s', 'Uplifting']","['Animation', 'Adventure', 'Comedy', 'Drama', 'Family']",3,0.38444275
1004,tt0099423,Die Hard 2,movies,"['Race Against Time', 'Law Enforcement', 'Love', 'Fast', 'Exciting', 'Rivals', 'Hijacking', 'Spouses', 'Interviewers', 'Action', 'Violent', 'Media', 'Aircrafts', 'Thrilling', 'Trapped', 'Terrorism', 'Washington D.C.', 'Rescues', 'Hostages', 'Based on a Novel']","['Action', 'Thriller']",5,0.7766585
1005,tt0331632,Scooby-Doo 2: Monsters Unleashed,movies,"['Teamwork', '2000s', 'Good vs Evil', 'Supernatural', 'Resorts', 'Campy', 'Journeys', 'Alternate Reality', 'Humanized Animals', 'Heroes', 'Buddies', 'Monsters', 'Based on a TV Series', 'Crimes', 'Silly', 'Sequel', 'Mysteries', 'Paranormal', 'Young Adults', 'Cults', 'Friendship', 'Investigations', 'Detectives', 'Undercover', 'Family', 'Fun']","['Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi']",0,0.43545017
1006,tt6133130,Professor Marston & the Wonder Women,movies,"['Culture Clash', 'Dramatic', 'Social Commentary', 'Diversity', 'Critically Acclaimed', 'Sexuality', '1930s', 'Self-Discovery', '1940s', 'Idealism', 'Flashbacks', 'Polyamory or Polygamy', 'Biopic', 'Romantic', 'Power', 'Married Life', 'Based on a True Story', 'Love Triangle', 'Sincere', 'Forbidden Love', 'Historical Figures', 'Feminism', 'Misfits', 'Intrigue', 'Emotional', 'New York (State)', 'Writers', 'Love']","['Biography', 'Drama', 'History']",1,0.44740328
1007,tt0068815,Lone Wolf and Cub: Sword of Vengeance,movies,"['Babies', 'Samurai', 'Period Piece', 'Fathers', 'Gangs', 'Danger', 'Children', 'Cult Classic', 'Violent', 'Duplicity', 'Villages', 'Adventures', 'Drama', 'Martial Arts', 'Rivals', 'Antiheroes', 'Suspenseful', 'Foreign', 'Warriors', 'Japan', 'Based on a Comic', 'Ninjas', 'Parents', 'Protecting the Innocent', 'Gory', 'Action']","['Action', 'Adventure']",0,0.478376
1008,tt4123432,Fantastic Beasts: The Secrets of Dumbledore,movies,"['Siblings', 'Epic', 'United Kingdom', 'Witches', 'Fantasy World', '1920s', 'Imaginative', 'Witchcraft or Wizardry', 'Thrilling', 'Good vs Evil', 'Brothers', 'Sequel', 'Magic', 'Saving the World', 'Action-Packed', 'Charming', 'Wizards', 'Secrets', 'Suspenseful', 'Exciting', 'Villains', 'Power Struggle', 'Fantasy', 'Teamwork', 'Fun', 'Race Against Time', 'Heroes', 'Missions', 'Showdowns']","['Adventure', 'Family', 'Fantasy']",0,0.5109129
1009,tt3850590,Krampus,movies,"['Spouses', 'Murder', 'Demons', 'Children', 'Dark', 'United States', 'Trapped', 'Siblings', 'Relatives', 'Haunted By the Past', 'Suspenseful', 'Horror', 'Supernatural', 'Suburbs', 'Based on a Tale or Folktale', 'Chaos', 'Semi-Serious', 'Rescues', 'Family Homes', 'Teens', 'Fantasy', '2010s', 'Christmas', 'Fear', 'Scary', 'Stranded', 'Survival', 'Death', 'Deadly Creatures', 'Parents']","['Comedy', 'Drama', 'Fantasy', 'Horror']",5,0.46659136
1010,tt1591095,Insidious,movies,"['United States', 'Trauma', 'Parents', 'Children', 'Supernatural', 'Nightmares', 'Violent', 'Violence', 'Thriller', 'Spirits or Ghosts', 'Exorcisms', 'Mansions', 'Intense', 'Mysteries', 'Family Homes', 'Scary', 'Monster Hunters', 'Demons', 'Horror', 'Death', 'Contemporary', 'Demonic Possession', 'Critically Acclaimed', 'Fear', 'Cults', 'Dark']","['Horror', 'Mystery', 'Thriller']",5,0.6013117
1011,tt0164003,City of Ghosts,movies,"['Kidnappings', 'Escapes', 'Duplicity', 'Crimes', 'On the Run', 'New York (State)', 'Intrigue', 'Exciting', 'Cons or Frauds', 'Suspenseful', 'Betrayal', 'Tense', 'Thriller', 'Fugitives', 'Searches', 'Criminals', 'Parents', 'Pessimistic', 'Drama', 'Asia', 'FBI']","['Crime', 'Drama', 'Thriller']",5,0.7631612
1012,tt0118564,Affliction,movies,"['Grim', 'Flashbacks', 'Brothers', 'Boyfriends or Girlfriends', 'Independent', 'Slow', 'Gloomy', 'Tobacco', 'Voice Overs', 'Dysfunctional Family', 'Alcohol', 'Based on a Novel', 'Accidents', 'Small Towns', 'Arguments', 'Addiction', 'Searches', 'Exes', 'Obsession', 'Critically Acclaimed', 'Mysteries', 'Haunted By the Past', 'Family Homes', 'Fathers', 'Abuse', 'New Hampshire', 'Police Stations', 'Law Enforcement', 'Murder', 'Daughters']","['Drama', 'Mystery', 'Thriller']",4,0.48957998
1013,tt7952000,The Accused,movies,"['Cynical', 'Journalists', 'Suspenseful', 'Young Adults', 'Thriller', 'Injustice', 'Murder', 'Drama', 'Secrets', 'Foreign', 'Suspects', 'Parents', 'Human Nature', 'Crimes', 'Mysterious', 'Media', 'Lawyers', 'Debates', 'Courtrooms', 'Argentina', 'Daughters', 'Discovering the Truth', 'Disturbing']","['Crime', 'Drama', 'Thriller']",5,0.3161301
1014,tt0116571,House Arrest,movies,"['Comedy', 'Siblings', 'Silly', 'Parents', 'Hostages', 'Buddies', 'Escapes', 'Chaos', 'Married Life', 'Family', 'Danger', 'Dysfunctional Family', 'Suburbs', 'Chaotic', 'Children']","['Comedy', 'Family']",2,0.42102057
1015,tt0268126,Adaptation,movies,"['Writers Block', 'Los Angeles', 'Meta', 'Twins', 'Sophisticated', 'Voice Overs', 'Romance', 'Film Crew', 'Writers', 'Florida', 'Sex', 'Romantic', 'Drugs', 'Thrilling', 'Dramedy', 'Business', 'Thriller', 'Award-Winning', 'Fun', 'Violence', 'Mental Disabilities', 'Dysfunctional Family', 'Robberies', 'Outcasts', '2000s', 'Classic', 'Flowers']","['Comedy', 'Drama']",4,0.4909314
1016,tt0443649,"10,000 B.C.",movies,"['Protectors', 'Supernatural', 'Nature', 'Villages', 'Conflict', 'Violence', 'Death', 'Leaving Home', 'Destruction', 'Family', 'Epic', 'Prehistoric', 'Survival', 'Kidnappings', 'Wars', 'Legend', 'Animals', 'Thrilling', 'Invasions', 'Quests', 'Tragedies', 'Wild Animals', 'Leadership', 'Rescues', 'Love', 'Journeys', 'Wilderness']","['Action', 'Adventure', 'Drama', 'Fantasy', 'History']",7,0.43794724
1017,tt0102915,Showdown In Little Tokyo,movies,"['Witness Protection', 'Police', 'Showdowns', 'Organized Crime', 'Criminals', 'Fun', 'Protecting the Innocent', 'Comedy', 'Justice', 'Terrorism', 'Martial Arts', 'Power Struggle', 'Terrorists', 'Law Enforcement', 'Action-Packed', 'Partners', 'Japan', 'Energetic', 'Witnesses', 'Los Angeles', 'Detectives', 'Crimes', 'Action']","['Action', 'Comedy', 'Crime', 'Thriller']",5,0.6601849
1018,tt0274558,The Hours,movies,"['Writers', 'Suicides', 'Introspection', 'Mothers', '1950s', '2000s', 'Death', 'New York City', '1920s', 'HIV or AIDS', 'Nonlinear', 'Captivating', 'Romantic Drama', 'Los Angeles', 'Based on a Novel', 'Psychological', 'Critically Acclaimed', 'Award-Winning', 'Emotional', 'England', 'Mental Health', 'Period Piece', 'Feminism', 'Mortality', 'Human Nature', 'Midlife Crisis', 'Illnesses']","['Drama', 'Romance']",4,0.914241
1019,tt2490326,Cooties,movies,"['Horror', 'Children', 'Physical Transformations', 'Teachers', 'Protecting the Innocent', 'Comedy', 'Problem Solving', 'Small Towns', 'Escapes', 'Elementary Schools', 'Illinois', 'Deadly Creatures', 'Funny', 'Cannibalism', 'Diseases', 'On the Run', 'Survival', 'Coworkers', 'Monster Hunters', 'Heroes', 'Award-Winning', 'Zombies', 'Teamwork', 'Action', 'Thrilling']","['Action', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']",5,0.3951593
1020,tt0297284,Mindhunters,movies,"['2000s', 'Islands', 'Fear', 'North Carolina', 'Dark', 'Coworkers', 'Thriller', 'Training', 'Violent', 'Plot Twists', 'Slasher', 'Serial Killers', 'Professors', 'Stranded', 'Survival', 'Thrilling', 'Horror', 'Scary', 'Physical Disabilities', 'Sabotage', 'Mind Games', 'Discovering the Truth', 'Mysteries', 'Race Against Time', 'Searches', 'Murder', 'Crimes', 'FBI']","['Crime', 'Horror', 'Thriller']",5,0.7703015
1021,tt8358050,Sally4Ever,series,"['Witty', 'Sex', 'Culture Clash', 'Introspection', 'Self-Discovery', 'Musicians', 'Comedy', 'England', 'Love', '2010s', 'Passion', 'Midlife Crisis', 'Suburbs', 'Sexuality', 'Actors or Actresses', 'Affairs or Infidelity', 'Offbeat', 'Romance', 'Award-Winning']","['Comedy', 'Romance']",4,0.6634259
1022,tt0119311,Hoodlum,movies,"['Drama', 'New York City', 'Boyfriends or Girlfriends', 'Mobsters', 'Partners', 'Police', 'Award-Nominated', 'Hitmen', 'Wars', 'Rivals', 'Bosses', 'Gangsters', 'Mafia', 'Revenge', 'Greed', 'Rivalries', 'Power Struggle', 'Criminal Protagonist', 'Corruption', '1930s', 'Period Piece', 'Crimes', 'Smart', 'Organized Crime', 'Violent']","['Crime', 'Drama']",7,0.48844615
1023,tt0091860,River's Edge,movies,"['Law Enforcement', 'Psychological', 'Gloomy', 'Slackers', 'Murder', 'Loss of Innocence', 'Siblings', 'Buddies', 'Drama', 'Disturbing', 'Small Towns', 'Crimes', 'Pursuing a Dream', 'Gritty', 'Social Commentary', 'Social Decay', 'Children', 'Danger', 'Independent', 'Teens', 'Oregon', 'Adolescence', 'California', 'High Schools', 'Based on a True Story', 'Coming of Age', 'Critically Acclaimed', 'Power Struggle', 'Searches', 'Death']","['Crime', 'Drama']",5,0.36504242
1024,tt3328510,Scooby-Doo! Haunted Holidays,special,"['Secret Identities', 'Cool', 'Christmas', 'Mysteries', 'United States', 'Supernatural', 'Silly', 'Dogs', 'Winter', 'Monsters', 'Friendship', 'Humanized Animals', 'Teamwork', 'Detectives', 'Chases', 'Teens', 'Magic', 'Greed', 'Crimes', 'Investigations', '2010s', 'Animation', 'Trapped', 'Based on a TV Series']","['Animation', 'Short', 'Adventure', 'Comedy', 'Family', 'Mystery']",0,0.5609087
1025,tt0024028,Footlight Parade,movies,"['Greed', 'United States', 'Business', 'Showbiz', 'Big Cities', 'New York (State)', 'Music', '1930s', 'Romance', 'Sons', 'Hollywood', 'Mock Movie', 'Dramatic', 'New York City', 'Unique', 'Actors or Actresses', 'Dance', 'Love', 'Relationships', 'Ambition', 'Friendship', 'Musical Performances', 'Betrayal', 'Entertainment']","['Comedy', 'Musical', 'Romance']",7,0.5438276
1026,tt0029947,Bringing Up Baby,movies,"['Temptation', 'Science', 'Teamwork', 'Classic', 'Buddies', 'Campy', 'Screwball Comedy', 'New York City', 'Silly', 'Marriage Engagements', 'Police', '1930s', 'Connecticut', 'Love', 'Award-Winning', 'Love Triangle', 'Romance', 'Dating', 'Pets', 'Relationships', 'Big Cities', 'Quests', 'Wild Animals']",['Comedy'],7,0.4125697
1027,tt0410377,Nim's Island,movies,"['Fun', 'Exciting', 'Daughters', 'Youth', 'Happiness', 'Adventurers or Explorers', 'Family', 'Based on a Novel', 'Journeys', 'Self-Discovery', 'Isolation', 'Children', 'Coming of Age', 'Natural Disasters', 'Loyal Sidekick', 'Fish Out of Water', 'Introspection', 'Islands', 'Escapes', '2000s', 'Human Nature', 'Adulthood', 'Parents', 'Adventures', 'Sweet', 'Unlikely Friendship', 'Misfits', 'Happy', 'Rescues']","['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",4,0.4768881
1028,tt2807548,Eastwood Directs: The Untold Story,movies,"['Showbiz', '20th Century', 'Film Crew', 'Actors or Actresses', 'Career', 'Interviews', 'Coworkers', 'Biography', 'Inspiring', 'Informative', 'Sincere', 'Celebrities', 'Entertainment', '21st Century', 'Filmmaking', 'Documentary', 'Archival Footage', 'Introspection', 'Friends']",['Documentary'],6,0.47500852
1029,tt0120793,A Price Above Rubies,movies,"['Community', 'Drama', 'Clergy', 'Gender Equality', 'Courage', 'Spouses', 'Feminism', 'Crisis of Faith', 'Bosses', 'Award-Nominated', 'Passion', 'Romance', 'Married Life', 'Relatives', 'Affairs or Infidelity', 'Mothers', 'Arranged Marriages', 'Rebelliousness', 'Religion', 'Self-Discovery', 'Touching', 'Fighting the System', 'Freedom', 'Boyfriends or Girlfriends', 'Seeking Fulfillment', 'Thought-Provoking', 'Brothers', 'Ambition', 'New York City', 'Zealotry']","['Drama', 'Romance']",4,0.40465632
1030,tt0221027,Blow,movies,"['United States', 'Violent', 'Family', 'Violence', 'Gangsters', 'Based on a True Story', 'Murder', '2000s', 'Death', 'Heavy']","['Biography', 'Crime', 'Drama']",7,0.9204045
1031,tt3312830,Youth,movies,"['Filmmaking', '2010s', 'Generation Gap', 'Hotels', 'Aging', 'Dramedy', 'Thought-Provoking', 'Nostalgic', 'Switzerland', 'Sophisticated', 'Surreal', 'Drama', 'Critically Acclaimed', 'Introspection', 'Daughters', 'Award-Winning', 'Writers', 'Musicians', 'Death', 'Comedy', 'Parents', 'Slice of Life', 'Friendship']","['Comedy', 'Drama', 'Music', 'Romance']",4,0.5080904
1032,tt0116324,Flirting With Disaster,movies,"['Sex', 'Journeys', 'Comedy', 'Love Triangle', 'Misfits', 'Spouses', 'Chaotic', 'Mistaken Identity', 'Farce', 'Road Trips', 'Award-Nominated', 'Parents', 'Dysfunctional Family', 'On the Road', 'Heritage', 'Affairs or Infidelity', 'Fathers', 'Adventures', 'Crude Humor', 'Silly', 'Romantic', 'Self-Discovery', 'Adoptions', '1990s', 'Flirting', 'New York City', 'Critically Acclaimed', 'Witty', 'United States', 'Independent']",['Comedy'],4,0.61785257
1033,tt0064373,All Monsters Attack,movies,"['Horror', 'Misfits', 'Fantasy World', 'Rivals', 'Fictional World', 'Semi-Serious', 'Saving the World', 'Science Fiction', 'Isolation', 'On the Run', 'Children', 'Adventurers or Explorers', 'Gangs', 'Kidnappings', 'Monsters', 'Suspenseful', 'Action', 'Fantasy', 'Deadly Creatures', 'Islands', 'Danger', 'Family', 'Adventures']","['Adventure', 'Family', 'Fantasy']",0,0.50638205
1034,tt2028530,Paradise Lost 3: Purgatory,movies,"['Arkansas', 'Technology', 'Forensics', '2000s', 'Based on History', 'Documentary', 'Police', 'Sequel', 'Award-Winning', 'Lawyers', 'Serious', 'Archival Footage', 'Emmy Nominated', 'Controversial', 'Academy Award Nominated', 'Judges', 'Injustice', 'Detectives', 'Imprisonment', '2010s', 'Wrongful Convictions', 'Justice', 'Suspects', 'Investigations', 'Courtrooms', 'Criminals', 'Crimes', '1990s']","['Documentary', 'Crime']",6,0.62226456
1035,tt3704352,Bessie,movies,"['Abuse', 'Period Piece', 'Fighting the System', 'Tennessee', 'Emmy Winner', 'Musical Performances', 'Powerful', 'Emotional', 'Talent', 'Biopic', 'Award-Winning', 'Great Depression', 'Based on a True Story', 'Critically Acclaimed', 'Orphans', 'Fame', 'Empowerment', 'Rags to Riches', 'Glamour', 'Romantic Drama', '20th Century', 'Racism', 'Alcoholism', 'Historical Figures', 'Inspiring', 'Addiction', 'Musicians', 'Poverty']","['Biography', 'Drama', 'Music']",1,0.36696655
1036,tt0247827,X-Men Evolution,series,"['Superpowers', 'Estates', 'Fantasy', 'Family Homes', 'Danger', 'Drama', 'Romance', 'Misfits', 'Science Fiction', 'Imaginative', 'Emotional', 'Battle Zones', 'Mentors', 'Mutants', 'Thrilling', 'Superheroes', 'Action', 'Astronomy', 'Suspenseful', 'Supernatural Powers', 'Duels', 'Monsters', 'Partners', 'Based on a Comic', 'Female Superheroes', 'Rescues', 'Animation', 'Super-Villains', 'Military', 'Laboratories']","['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']",0,0.5775643
1037,tt0093300,Jaws: The Revenge,movies,"['Sea', 'Survival', 'Haunted By the Past', 'Chaotic', 'Funerals', 'Parents', 'Protecting the Innocent', 'Love', 'Spouses', 'Sequel', 'Mortality', 'Danger', 'Scientists', 'Massachusetts', 'Beaches', 'Marine Life', 'Ships or Boats', 'Bahamas', 'Mourning', 'Loyal Sidekick', 'Sharks', 'Paranoia', 'Journeys', 'Widows or Widowers', 'Adventurers or Explorers', 'Rescues', 'Horror', '1980s', 'Serious', 'Small Towns']","['Adventure', 'Horror', 'Thriller']",5,0.35828346
1038,tt7441032,Like.Share.Follow.,movies,"['Relationships', 'Thriller', 'Social Media', 'Horror', 'Scary', 'Celebrities', '2010s', 'Dating', 'Thrilling', 'Obsession', 'Suspenseful', 'Millennials', 'United States', 'Stalkers', 'Psychological', 'Boyfriends or Girlfriends']","['Horror', 'Thriller']",5,0.49158877
1039,tt9347730,Candyman,movies,"['Murder', 'Tortured Artist', 'Scary', 'Supernatural', 'Contemporary', 'Painting', 'Dark', 'Suspenseful', 'Spirits or Ghosts', '2020s', 'Supernatural Powers', 'Boyfriends or Girlfriends', 'Apartments', 'Chicago', 'Social Decay', 'Social Commentary', 'Mysterious', 'Monsters', 'Sequel', 'Danger', 'Fear', 'Horror', 'Slasher', 'Black Lives Matter', 'Artists', 'Injustice', 'Discovering the Truth', 'Thriller', 'Death', 'Couples']","['Horror', 'Thriller']",5,0.61777794
1040,tt0031334,The Four Feathers,movies,"['Romantic Drama', 'Period Piece', 'Missions', 'Hope', 'Pursuing a Dream', 'Battle Zones', 'Colonialism', 'Danger', 'Exciting', 'Journeys', 'Military', 'Critically Acclaimed', 'Buddies', 'Based on a Novel', 'Emotional', 'Egypt', 'Redemption', 'Obsession', 'Undercover', 'Rescues']","['Adventure', 'Drama', 'Romance', 'War']",5,0.29609117
1041,tt0165798,Ghost Dog: The Way of the Samurai,movies,"['Tense', 'Psychological', 'Revenge', 'Danger', 'Samurai', 'Criminal Protagonist', 'Mafia', 'Gangsters', 'Independent', 'Crimes', 'Hotshot', '1990s', 'Assassins', 'Violent', 'Fictional World', 'Big Cities', 'Clever', 'Action', 'Drama', 'Seeking Fulfillment', 'Parks']","['Crime', 'Drama']",5,0.6142142
1042,tt1398426,Straight Outta Compton,movies,"['Black Lives Matter', 'Rap or Hip-Hop', 'Energetic', 'Based on a True Story', 'Biopic', 'Pursuing a Dream', 'Critically Acclaimed', 'Academy Award Nominated', 'Rebelliousness', 'Buddies', 'Controversial', 'Rebels', 'Social Commentary', 'Emotional', 'Bands', 'Rags to Riches', 'Egos', 'Musicians', 'Drugs', 'Los Angeles', 'Fame', 'Money', 'Intrigue', 'Music', 'HIV or AIDS', 'Death', '1980s', 'Empowering', 'Discrimination', '1990s', 'Racism']","['Biography', 'Drama', 'History', 'Music']",1,0.47851843
1043,tt0091867,A Room with a View,movies,"['Love Triangle', 'Period Piece', 'Self-Discovery', 'Based on a Novel', 'Romantic Drama', 'Award-Winning', 'Coming of Age', 'Hotels', 'Love', 'Drama', 'Vacations', 'Italy', 'Journeys', 'England', 'Romance', 'Comedy', 'Sensual', 'Captivating', 'Witty', 'Small Towns', 'Romantic']","['Drama', 'Romance']",4,0.7888982
1044,tt0119715,Mousehunt,movies,"['Money', 'Inheritance', 'United States', 'Brothers', 'Comedy', 'Arguments', 'Danger', 'Slapstick Comedy', 'Fun', 'Chaos', 'Screwball Comedy', 'Family', 'Chaotic', 'Offbeat', 'Ambition', 'Animals', 'Cooks', 'Anger', 'Obsession', 'Fast', 'Mice', '1990s', 'Rivals', 'Accidents', 'Humor', 'Mansions']",['Comedy'],2,0.7698233
1045,tt0112572,The Brady Bunch Movie,movies,"['Competitions', 'Fun', 'Parents', 'Silly', 'Parody', 'Witty', 'Adult Humor', 'Based on a TV Series', 'Clever', 'Comedy', 'Underdogs', 'Children', 'Love', 'Rivals', 'Race Against Time', 'Los Angeles', 'Suburbs', 'Humor', 'Fighting the System', 'Schools', '1990s', 'Fish Out of Water', 'Siblings', 'Culture Clash', 'Coming of Age', 'Chaos']",['Comedy'],2,0.6419816
1046,tt0488120,Fracture,movies,"['2000s', 'Investigations', 'Justice', 'Conspiracies', 'Mysteries', 'Conflict', 'Cons or Frauds', 'Police', 'Lies', 'Murder', 'Heavy', 'Crimes', 'United States', 'Violence', 'Dark', 'Death', 'Los Angeles', 'Courtrooms', 'Innocence']","['Crime', 'Drama', 'Thriller']",7,0.8348792
1047,tt0300556,Timeline,movies,"['Death', 'Race Against Time', 'Danger', 'Rescues', 'Knights', 'Action', 'Culture Clash', 'Suspenseful', 'Survival', 'France', 'Chaos', 'Political Unrest', 'Time Travel', 'Adventurers or Explorers', '2000s', 'Laboratories', 'Science Fiction', 'Exciting', 'Adventures', 'Missions', 'Based on a Novel', 'Fish Out of Water', 'Journeys', '1300s', 'Scientists', 'Imaginative']","['Action', 'Adventure', 'Sci-Fi', 'War']",5,0.41355288
1048,tt0113118,Friday,movies,"['Neighbors', 'Dramatic', '1990s', 'Gangs', 'Family', 'Friendship', 'Drugs', 'Los Angeles', 'Intense', 'United States', 'Africa']","['Comedy', 'Drama']",7,0.6636831
1049,tt0212346,Miss Congeniality,movies,"['Crimes', 'Satire', 'Rivalries', 'Pageants', 'Texas', 'Violence', 'Conspiracies', '2000s', 'Gangsters', 'Terrorism', 'Corruption', 'United States', 'Fashion', 'Actors or Actresses', 'Cons or Frauds', 'Secret Identities', 'New York City', 'Contests', 'Undercover', 'Charming', 'Investigations', 'Action-Packed', 'Spies', 'FBI', 'Law', 'Animosity']","['Action', 'Comedy', 'Crime', 'Romance']",7,0.58765346
1050,tt1255953,Incendies,movies,"['Canada', 'Disturbing', 'Drama', 'Immigration', 'Haunted By the Past', 'Psychological', 'Heritage', 'Villages', 'Parents', 'Siblings', 'Middle East', 'Mysteries', 'Secrets', 'Critically Acclaimed', 'Award-Nominated', 'Lawyers', 'Death', 'Discovering the Truth', 'Refugees', 'Twins', 'Small Towns', 'Civil Wars', 'Contemporary', 'Based on History', 'Captivating', 'Non-English', 'Based on a Stage Play', 'Loss of Innocence', 'Plot Twists', 'Tense']","['Drama', 'Mystery']",4,0.2903913
1051,tt8962130,Shrill,series,"['Emmy Nominated', 'Relationships', 'Career', 'United States', 'Dating', 'Funny', 'Body Image', 'Inspiration', 'Empowering', 'Journalists', 'Quality of Life', 'Self-Esteem']","['Comedy', 'Drama']",3,0.42644766
1052,tt0464196,Severance,movies,"['Escapes', 'Death', 'Business', 'Danger', 'Workplaces', 'Murder', 'Drugs', 'Fish Out of Water', 'Drama', 'Comedy', 'Award-Winning', 'Horror', 'Mountains', 'Addiction', 'Hungary', 'Scary', 'Vacations', 'Chaos', 'United States', 'Coworkers', 'Rivals', 'Slasher', 'Thriller', 'Suspenseful', 'Employees', 'Marines', 'Satire', 'Gory', 'Survival']","['Comedy', 'Horror']",5,0.5975871
1053,tt0800069,The Hills Have Eyes II,movies,"['Remake', 'Isolation', 'Mutants', 'Searches', 'Deserts', 'Gory', 'Marines', 'Survival', 'Slasher', 'Thriller', 'Monsters', 'Horror', 'Disturbing', 'Danger', 'New Mexico', 'Sequel', 'Rescues', 'Cannibalism', 'Scary', 'Violent', 'Escapes']","['Horror', 'Thriller']",5,0.894697
1054,tt0184791,O,movies,"['1990s', 'Drama', 'Basketball', 'Sports', 'Rape', 'Betrayal', 'Love', 'Teens', 'Affairs or Infidelity', 'Romance', 'Emotional', 'Teen Angst', 'Students', 'Jealousy', 'High Schools', 'United States', 'Clever', 'Adolescence', 'Murder', 'Thriller', 'Edgy', 'Manipulation', 'Based on a Stage Play', 'Athletes', 'Power Struggle', 'Racism', 'Boyfriends or Girlfriends', 'Suspenseful', 'Rivals']","['Drama', 'Romance', 'Thriller']",4,0.40159187
