Type,Channel,Title,Year,Genre,Runtime,Bucket,MPM from Prior List,Tentpole,Additional Titles to Pull,PRODUCT ID,Co-Fi?,
Movie,Comedy,Two Tickets to Broadway,1951,COMEDY ,1.76,CLASSIC,not in prior list,No,,2013680,No,
Movie,Comedy,Gold Raiders (1951),1951,COMEDY,0.93,CLASSIC,not in prior list,No,,2005928,No,
Movie,Comedy,"Goodbye, My Fancy",1951,COMEDY ,1.78,CLASSIC,not in prior list,No,,2000364,No,
Movie,Comedy,On Moonlight Bay,1951,COMEDY ,1.58,CLASSIC,2000368,No,,2000368,No,
Movie,Family,Happy Feet,2006,COMEDY ,1.82,A,not in prior list,Yes,,2025080,No,
Movie,Family,Journey 2: The Mysterious Island,2012,ADVENTURE ,1.57,A,not in prior list,Yes,,2053257,No,
Movie,Family,"Goonies, The",1985,ACTION ,1.92,B,not in prior list,Yes,,2002146,No,
Movie,Family,Yogi Bear,2010,ADVENTURE ,1.38,B,1012148,Yes,,2066931,No,
Movie,Family,Tim Burton's Corpse Bride,2005,FANTASY ,1.28,B,not in prior list,Yes,,2025542,No,
Movie,Family,Where The Wild Things Are,2009,ADVENTURE ,1.57,B,not in prior list,Yes,,2041498,Yes,
Movie,Family,Dolphin Tale,2011,DRAMA ,1.88,B,not in prior list,Yes,,2054982,No,
Movie,Family,"Golden Compass, The",2007,ADVENTURE ,1.88,B,2043529,Yes,,2043529,No,
Movie,Family,Little Big League,1994,COMEDY ,1.98,B,not in prior list,Yes,,2015308,No,
Movie,Family,Lost In Space (1998),1998,SCIFI ,2.17,B,not in prior list,Yes,,2017008,No,
Movie,Family,"Ant Bully, The",2006,ADVENTURE ,1.48,B,2025709,Yes,,2025709,Yes,
Movie,Family,Nancy Drew,2007,COMEDY ,1.65,B,not in prior list,Yes,,2017027,No,
Movie,Family,Free Willy,1993,ADVENTURE ,1.87,B,not in prior list,Yes,,2003255,Yes,
Movie,Family,Smallfoot,2018,ADVENTURE ,1.6,B,not in prior list,Yes,,2058073,No,
Movie,Family,Paddington 2,2018,COMEDY ,1.73,A,not in prior list,Yes,,2075557,No,
Movie,Family,Nancy Drew and the Hidden Staircase,2019,COMEDY ,1.48,B,not in prior list,No,x,2009239,No,
Movie,Family,BORN TO BE WILD 3D - IMAX,2011,DOC ,0.66,C,not in prior list,No,x,2053366,No,
Movie,Family,Shorts,2009,COMEDY ,1.48,C,not in prior list,No,x,2024436,No,
Movie,Family,Kit Kittredge: An American Girl,2008,DRAMA ,1.56,C,not in prior list,No,x,2048748,No,
Movie,Family,Martian Child,2007,COMEDY ,1.8,C,not in prior list,No,x,2038764,No,
Movie,Family,"Last Mimzy, The",2007,SCIFI ,1.63,C,not in prior list,No,x,2042784,No,
Movie,Family,"Astronaut Farmer, The",2007,DRAMA ,1.73,C,not in prior list,No,x,2039618,No,
Movie,Family,"Nativity Story, The",2006,DRAMA ,1.61,C,not in prior list,No,x,2043270,No,
Movie,Family,How To Eat Fried Worms,2006,COMEDY ,1.38,C,not in prior list,No,x,2039704,Yes,
Movie,Family,Hoot,2006,ADVENTURE ,1.5,C,not in prior list,No,,2040161,No,
Movie,Family,Duma,2005,ADVENTURE ,1.68,C,not in prior list,No,,2025983,Yes,
Movie,Family,Funky Monkey,2004,COMEDY ,1.56,C,not in prior list,No,,2024156,No,
Movie,Family,Moto X Kids,2004,ACTION ,1.38,C,not in prior list,No,,2034750,No,
Movie,Family,Kangaroo Jack,2003,ADVENTURE ,1.48,C,not in prior list,No,,2004686,No,
Movie,Family,Virginia's Run,2002,DRAMA ,1.75,C,not in prior list,No,,2024466,No,
Movie,Family,Osmosis Jones,2001,ADVENTURE ,1.58,C,2004650,No,,2004650,No,
Movie,Family,"Little Vampire, The (2000)",2000,ADVENTURE ,1.56,C,not in prior list,No,,#N/A,No,
Movie,Family,Family Tree,2000,DRAMA ,1.48,C,not in prior list,No,,2066282,Yes,
Movie,Family,Quest for Camelot,1998,ADVENTURE ,1.33,C,not in prior list,No,,2003576,No,
Movie,Family,Alaska,1996,ADVENTURE ,1.83,C,not in prior list,No,,2000798,No,
Movie,Family,"Adventures Of Pinocchio, The",1996,FANTASY ,1.6,C,2017041,No,,2017041,No,
Movie,Family,War of the Buttons,1995,ADVENTURE ,1.56,C,not in prior list,No,,2006425,No,
Movie,Family,Summer Snow,1995,COMEDY ,1.68,CLASSIC,not in prior list,No,,2002939,No,
Movie,Family,Widows' Peak,1994,COMEDY ,1.68,C,not in prior list,No,,2016823,No,
Movie,Family,That's Entertainment III,1994,DOC ,1.8,CLASSIC,not in prior list,No,,2013807,No,
Movie,Family,Monkey Trouble,1994,COMEDY ,1.58,C,not in prior list,No,,2016758,No,
Movie,Family,Mr. Nanny,1993,COMEDY ,1.4,C,not in prior list,No,,2016760,No,
Movie,Family,Airborne,1993,ADVENTURE ,1.45,C,not in prior list,No,,2020554,No,
Movie,Family,Surf Ninjas,1993,COMEDY ,1.43,C,not in prior list,No,,2016801,No,
Movie,Family,"Big Girls Don't Cry, They Get Even",1992,COMEDY ,1.6,C,not in prior list,No,,2016676,No,
Movie,Family,Curly Sue,1991,COMEDY ,1.7,C,not in prior list,No,,2002533,No,
Movie,Family,Suburban Commando,1991,COMEDY ,1.5,C,not in prior list,No,,2016799,No,
Movie,Family,Funny Farm,1988,COMEDY ,1.7,C,not in prior list,No,,2005152,No,
Movie,Family,Lionheart,1986,ADVENTURE ,1.73,CLASSIC,not in prior list,No,,2002212,No,
Movie,Family,"Beniker Gang, The",1986,DRAMA ,1.45,CLASSIC,not in prior list,No,,2012479,No,
Movie,Family,Rainbow Brite and the Star Stealer,1985,ADVENTURE ,1.41,CLASSIC,2002165,No,,2002165,No,
Movie,Family,Follow That Bird,1985,ADVENTURE ,1.48,C,not in prior list,No,,2002149,No,
Movie,Family,Twice Upon a Time,1983,FANTASY ,1.25,CLASSIC,not in prior list,No,,2002040,No,
Movie,Family,Shipwreck,1978,ADVENTURE ,1.7,CLASSIC,not in prior list,No,,#N/A,No,
Movie,Family,From the Mixed Up Files of Mrs. Basil E. Frankweiler,1973,COMEDY ,1.75,CLASSIC,not in prior list,No,,#N/A,No,
Movie,Family,"Phantom Tollbooth, The",1969,ADVENTURE ,1.5,CLASSIC,not in prior list,No,,2010479,No,
Movie,Family,How Sweet It Is!,1968,COMEDY ,1.63,CLASSIC,not in prior list,No,,2003469,No,
Movie,Family,Zebra in the Kitchen,1965,COMEDY ,1.55,CLASSIC,not in prior list,No,,2009753,No,
Movie,Family,Family Diary,1964,DRAMA ,1.91,CLASSIC,not in prior list,No,,2009628,No,
Movie,Family,Spencer's Mountain,1963,DRAMA ,1.98,CLASSIC,not in prior list,No,,2001340,No,
Movie,Family,Days of Wine and Roses,1962,DRAMA ,1.95,CLASSIC,2000724,No,,2000724,No,
Movie,Family,"Wonderful World of the Brothers Grimm, The",1962,ADVENTURE ,2.15,CLASSIC,not in prior list,No,,2009571,No,
Movie,Family,Home from the Hill,1960,DRAMA ,2.5,CLASSIC,2009199,No,,2009199,No,
Movie,Family,Magic Boy,1960,ADVENTURE ,1.38,CLASSIC,not in prior list,No,,2009299,No,
Movie,Family,Please Don't Eat the Daisies,1960,COMEDY ,1.85,CLASSIC,2009201,No,,2009201,No,
Movie,Family,Andy Hardy Comes Home,1958,COMEDY ,1.35,CLASSIC,not in prior list,No,,2006827,No,
Movie,Family,Escapade in Japan,1957,ADVENTURE ,1.55,CLASSIC,not in prior list,No,,2008838,No,
Movie,Family,"Happy Road, The",1957,COMEDY ,1.66,CLASSIC,not in prior list,No,,2008880,No,
Movie,Family,"Invisible Boy, The",1957,DRAMA ,1.41,CLASSIC,not in prior list,No,,2008974,No,
Movie,Family,Man on Fire (1957),1957,DRAMA ,1.58,CLASSIC,not in prior list,No,,2008873,No,
Movie,Family,"Young Stranger, The",1957,DRAMA ,1.4,CLASSIC,not in prior list,No,,2008846,No,
Movie,Family,It's a Dog's Life,1955,COMEDY ,1.45,CLASSIC,not in prior list,No,,2004298,No,
Movie,Family,Her Twelve Men,1954,COMEDY ,1.51,CLASSIC,not in prior list,No,,2008531,No,
Movie,Family,Bright Road,1953,DRAMA ,1.15,CLASSIC,not in prior list,No,,2008400,No,
Movie,Family,Room for One More,1952,COMEDY ,1.63,CLASSIC,not in prior list,No,,2000384,No,
Movie,Family,Young Man with Ideas,1952,COMEDY ,1.4,CLASSIC,not in prior list,No,,2008324,No,
Movie,Family,Gunplay,1951,ACTION ,1,CLASSIC,not in prior list,No,,2005931,No,
Movie,Family,"Happy Years, The",1950,COMEDY ,1.43,CLASSIC,not in prior list,No,,2008158,No,
Movie,Family,"Secret Garden, The (1949)",1949,DRAMA ,1.53,CLASSIC,not in prior list,No,,2008121,No,
Movie,Family,"Story of Seabiscuit, The",1949,DRAMA ,1.63,CLASSIC,not in prior list,No,,2012131,No,
Movie,Family,"Boy with Green Hair, The",1948,DRAMA ,1.36,CLASSIC,not in prior list,No,,2003551,No,
Movie,Family,I Remember Mama,1948,COMEDY ,2.23,CLASSIC,2007622,No,,2007622,No,
Movie,Family,Tenth Avenue Angel,1948,DRAMA ,1.23,CLASSIC,not in prior list,No,,2008023,No,
Movie,Family,High school Hero,1946,COMEDY ,1.15,CLASSIC,not in prior list,No,,2000960,No,
Movie,Family,Freddie Steps Out,1946,COMEDY ,1.25,CLASSIC,not in prior list,No,,2000925,No,
Movie,Family,My Brother Talks to Horses,1946,COMEDY ,1.55,CLASSIC,not in prior list,No,,2007963,No,
Movie,Family,"Yearling, The",1946,DRAMA ,2.23,CLASSIC,not in prior list,No,,2007965,No,
Movie,Family,"My Pal, Wolf",1944,DRAMA ,1.25,CLASSIC,not in prior list,No,,2009177,No,
Movie,Family,"Canterville Ghost, The",1944,COMEDY ,1.58,CLASSIC,not in prior list,No,,2007803,No,
Movie,Family,"Human Comedy, The",1943,COMEDY ,1.95,CLASSIC,not in prior list,No,,2007979,No,
Movie,Crime/Noir,"Departed, The",2006,DRAMA ,2.51,A,not in prior list,Yes,,2025893,No,
Movie,Crime/Noir,"Town, The",2010,THRILLER,2.08,A,not in prior list,Yes,,2044344,No,
Movie,Crime/Noir,Training Day,2001,DRAMA ,2.03,A,not in prior list,Yes,,2004652,Yes,
Movie,Crime/Noir,Seven,1995,THRILLER ,2.17,A,not in prior list,Yes,,2017015,Yes,
Movie,Crime/Noir,"Dead Pool, The",1988,THRILLER ,1.53,B,not in prior list,Yes,,2002311,No,
Movie,Crime/Noir,Sudden Impact,1983,THRILLER ,1.95,B,not in prior list,Yes,,2002091,No,
Movie,Crime/Noir,"Brave One, The",2007,THRILLER ,2.03,B,not in prior list,Yes,,2009557,No,
Movie,Crime/Noir,Ricochet,1991,DRAMA ,1.62,B,not in prior list,Yes,,2002550,Yes,
Movie,Crime/Noir,"Perfect World, A",1993,DRAMA ,2.30,C,not in prior list,Yes,,2003266,No,
Movie,Crime/Noir,Insomnia,2002,THRILLER ,1.97,C,not in prior list,Yes,,2004689,No,
Movie,Crime/Noir,City By the Sea,2002,DRAMA ,1.80,C,not in prior list,Yes,,2004649,No,
Movie,Crime/Noir,Dog Day Afternoon,1975,DRAMA ,2.08,C,not in prior list,Yes,,2001744,No,
Movie,Crime/Noir,"Public Enemy, The",1931,DRAMA ,1.40,C,not in prior list,Yes,,2010273,No,
Movie,Crime/Noir,"Big Sleep, The",1946,DRAMA ,1.9,C,2010684,Yes,,2010684,No,
Movie,Crime/Noir,"Postman Always Rings Twice, The",1946,DRAMA ,1.88,C,not in prior list,Yes,,2007906,No,
Movie,Crime/Noir,Cast a Dark Shadow,1955,DRAMA ,1.36,CLASSIC,not in prior list,No,x,2008633,No,
Movie,Crime/Noir,Death of a Scoundrel,1955,DRAMA ,1.98,CLASSIC,not in prior list,No,x,2008290,No,
Movie,Crime/Noir,Postmark for Danger,1955,DRAMA ,1.4,CLASSIC,not in prior list,No,x,2008637,No,
Movie,Crime/Noir,Betrayed (1954),1954,DRAMA ,1.8,CLASSIC,not in prior list,No,x,2008624,No,
Movie,Crime/Noir,Crime Wave,1954,DRAMA ,1.23,CLASSIC,not in prior list,No,x,2000434,No,
Movie,Crime/Noir,Angel Face,1953,DRAMA ,1.51,CLASSIC,not in prior list,No,x,2000159,No,
Movie,Crime/Noir,Code Two,1953,DRAMA ,1.15,CLASSIC,not in prior list,No,x,2008403,No,
Movie,Crime/Noir,On Dangerous Ground,1952,DRAMA ,1.36,CLASSIC,not in prior list,No,x,2009495,No,
Movie,Crime/Noir,"Devil Makes Three, The",1952,DRAMA ,1.5,CLASSIC,not in prior list,No,x,2008370,No,
Movie,Crime/Noir,"Hour of 13, The",1952,DRAMA ,1.31,CLASSIC,not in prior list,No,x,2008377,No,
Movie,Crime/Noir,"Light Touch, The",1951,DRAMA ,1.78,CLASSIC,not in prior list,No,x,2008304,No,
Movie,Crime/Noir,"Man with a Cloak, The",1951,DRAMA ,1.35,CLASSIC,not in prior list,No,x,2008294,No,
Movie,Crime/Noir,No Questions Asked,1951,DRAMA ,1.33,CLASSIC,not in prior list,No,,2008241,No,
Movie,Crime/Noir,"Sellout, The (1951)",1951,DRAMA ,1.36,CLASSIC,not in prior list,No,,2008312,No,
Movie,Crime/Noir,"Strip, The",1951,DRAMA ,1.41,CLASSIC,not in prior list,No,,2008250,No,
Movie,Crime/Noir,"Tall Target, The",1951,DRAMA ,1.3,CLASSIC,not in prior list,No,,2008248,No,
Movie,Crime/Noir,Tomorrow Is Another Day,1951,DRAMA ,1.5,CLASSIC,not in prior list,No,,2000375,No,
Movie,Crime/Noir,"Unknown Man, The",1951,DRAMA ,1.43,CLASSIC,not in prior list,No,,2008301,No,
Movie,Crime/Noir,"Damned Don't Cry, The",1950,DRAMA ,1.73,CLASSIC,not in prior list,No,,2000338,No,
Movie,Crime/Noir,"Dangerous Profession, A",1950,DRAMA ,1.31,CLASSIC,not in prior list,No,,2004481,No,
Movie,Crime/Noir,Destination Murder,1950,DRAMA ,1.2,CLASSIC,not in prior list,No,,2004511,No,
Movie,Crime/Noir,Double Deal,1950,DRAMA ,1.08,CLASSIC,not in prior list,No,,2004745,No,
Movie,Crime/Noir,Mystery Street,1950,DRAMA ,1.55,CLASSIC,not in prior list,No,,2008160,No,
Movie,Crime/Noir,Outrage,1950,DRAMA ,1.25,CLASSIC,not in prior list,No,,2052847,No,
Movie,Crime/Noir,Scene of the Crime,1950,DRAMA ,1.56,CLASSIC,not in prior list,No,,2008096,No,
Movie,Crime/Noir,"Secret Fury, The",1950,DRAMA ,1.43,CLASSIC,not in prior list,No,,2008172,No,
Movie,Crime/Noir,Shadow on the Wall,1950,DRAMA ,1.4,CLASSIC,not in prior list,No,,2008151,No,
Movie,Crime/Noir,"Woman on Pier 13, The",1950,DRAMA ,1.21,CLASSIC,not in prior list,No,,2014236,No,
Movie,Crime/Noir,Incident,1949,DRAMA ,1.13,CLASSIC,not in prior list,No,,2000974,No,
Movie,Crime/Noir,"Bribe, The",1949,DRAMA ,1.63,CLASSIC,not in prior list,No,,2008078,No,
Movie,Crime/Noir,Brothers in the Saddle,1949,DRAMA ,1,CLASSIC,not in prior list,No,,2003881,No,
Movie,Crime/Noir,They Live by Night,1949,DRAMA ,1.6,CLASSIC,2012761,No,,2012761,No,
Movie,Crime/Noir,"Threat, The",1949,DRAMA ,1.08,CLASSIC,not in prior list,No,,2000647,No,
Movie,Crime/Noir,"Velvet Touch, The",1949,DRAMA ,1.61,CLASSIC,not in prior list,No,,2013782,No,
Movie,Crime/Noir,White Heat,1949,DRAMA ,1.9,CLASSIC,2014183,No,,2023805,No,
Movie,Crime/Noir,"Woman's Secret, A",1949,DRAMA ,1.41,CLASSIC,not in prior list,No,,2014246,No,
Movie,Crime/Noir,"Hunted, The",1948,DRAMA ,1.1,CLASSIC,not in prior list,No,,2000967,No,
Movie,Crime/Noir,Bodyguard (1949),1948,DRAMA ,1.03,CLASSIC,not in prior list,No,,2002224,No,
Movie,Crime/Noir,Key Largo,1948,DRAMA ,1.68,CLASSIC,not in prior list,No,,2007879,No,
Movie,Crime/Noir,Mystery in Mexico,1948,DRAMA ,1.1,CLASSIC,not in prior list,No,,2009184,No,
Movie,Crime/Noir,Race Street,1948,DRAMA ,1.31,CLASSIC,not in prior list,No,,2010290,No,
Movie,Crime/Noir,Smart Girls Don't Talk,1948,DRAMA ,1.35,CLASSIC,not in prior list,No,,2011431,No,
Movie,Crime/Noir,"Gangster, The",1947,DRAMA ,1.4,CLASSIC,not in prior list,No,,2000929,No,
Movie,Crime/Noir,Crossfire (1947),1947,DRAMA ,1.43,CLASSIC,not in prior list,No,,2004425,No,
Movie,Crime/Noir,Violence,1947,DRAMA ,1.2,CLASSIC,not in prior list,No,,2001216,No,
Movie,Crime/Noir,Cry Wolf (1947),1947,DRAMA ,1.38,CLASSIC,not in prior list,No,,2004507,No,
Movie,Crime/Noir,Dark Passage,1947,DRAMA ,1.76,CLASSIC,not in prior list,No,,2004542,No,
Movie,Crime/Noir,Desperate,1947,DRAMA ,1.21,CLASSIC,not in prior list,No,,2004508,No,
Movie,Crime/Noir,High Wall,1947,DRAMA ,1.65,CLASSIC,not in prior list,No,,2008021,No,
Movie,Crime/Noir,Los Que Volvieron,1947,DRAMA ,1.31,CLASSIC,not in prior list,No,,2008115,No,
Movie,Crime/Noir,Out of the Past,1947,DRAMA ,1.61,CLASSIC,2009590,No,,2009590,No,
Movie,Crime/Noir,Possessed (1947),1947,DRAMA ,1.8,CLASSIC,not in prior list,No,,2010074,No,
Movie,Crime/Noir,They Won't Believe Me,1947,DRAMA ,1.58,CLASSIC,not in prior list,No,,2012823,No,
Movie,Crime/Noir,"Two Mrs. Carrolls, The",1947,DRAMA ,1.65,CLASSIC,not in prior list,No,,2013753,No,
Movie,Crime/Noir,"Unfaithful, The",1947,DRAMA ,1.81,CLASSIC,not in prior list,No,,2012880,No,
Movie,Crime/Noir,"Unsuspected, The",1947,DRAMA ,1.71,CLASSIC,not in prior list,No,,2013786,No,
Movie,Crime/Noir,"Woman on the Beach, The",1947,DRAMA ,1.18,CLASSIC,not in prior list,No,,2014238,No,
Movie,Crime/Noir,"Falcon's Adventure, The",1946,DRAMA ,1.03,CLASSIC,not in prior list,No,,2005673,No,
Movie,Crime/Noir,Decoy,1946,DRAMA ,1.26,CLASSIC,not in prior list,No,,2013919,No,
Movie,Crime/Noir,Below The Deadline (1946),1946,DRAMA ,1.08,CLASSIC,not in prior list,No,,2000820,No,
Movie,Crime/Noir,Crack-Up,1946,DRAMA ,1.55,CLASSIC,not in prior list,No,,2004320,No,
Movie,Crime/Noir,Criminal Court,1946,DRAMA ,1.05,CLASSIC,not in prior list,No,,2004345,No,
Movie,Crime/Noir,Deadline at Dawn,1946,DRAMA ,1.38,CLASSIC,not in prior list,No,,2004502,No,
Movie,Crime/Noir,Deception,1946,DRAMA ,1.86,CLASSIC,not in prior list,No,,2004567,No,
Movie,Crime/Noir,"Falcon's Alibi, The",1946,DRAMA ,1.03,CLASSIC,not in prior list,No,,2005675,No,
Movie,Crime/Noir,Her Kind of Man,1946,DRAMA ,1.3,CLASSIC,not in prior list,No,,2006764,No,
Movie,Crime/Noir,"Hoodlum Saint, The",1946,DRAMA ,1.51,CLASSIC,not in prior list,No,,2007904,No,
Movie,Crime/Noir,Hotel Reserve,1946,DRAMA ,1.31,CLASSIC,not in prior list,No,,2006781,No,
Movie,Crime/Noir,Johnny Angel,1946,DRAMA ,1.31,CLASSIC,not in prior list,No,,2007704,No,
Movie,Crime/Noir,Lady in the Lake,1946,DRAMA ,1.71,CLASSIC,2007961,No,,2007961,No,
Movie,Crime/Noir,"Locket, The",1946,DRAMA ,1.43,CLASSIC,not in prior list,No,,2008101,No,
Movie,Crime/Noir,"Mighty McGurk, The",1946,DRAMA ,1.41,CLASSIC,not in prior list,No,,2007960,No,
Movie,Crime/Noir,Nobody Lives Forever,1946,DRAMA ,1.66,CLASSIC,not in prior list,No,,2009430,No,
Movie,Crime/Noir,Shadow of a Woman,1946,DRAMA ,1.3,CLASSIC,not in prior list,No,,2011127,No,
Movie,Crime/Noir,Step by Step,1946,DRAMA ,1.03,CLASSIC,not in prior list,No,,2011980,No,
Movie,Romance (drama),"STAR IS BORN, A (2018)",2018,DRAMA ,2.26,A,not in prior list,Yes,,2024779,Yes,
Movie,Romance (drama),"Notebook, The",2004,DRAMA ,2.02,A,not in prior list,Yes,,2016856,No,
Movie,Romance (drama),"Lucky One, The",2012,DRAMA ,1.68,A,not in prior list,Yes,,2051484,Yes,
Movie,Romance (drama),P.S. I Love You,2007,DRAMA ,2.12,A,not in prior list,Yes,,2026267,No,
Movie,Romance (drama),"Bridges of Madison County, The",1995,DRAMA ,2.25,A,not in prior list,Yes,,2003320,No,
Movie,Romance (drama),Love & Basketball,2000,DRAMA ,2.08,A,not in prior list,Yes,,2016840,No,
Movie,Romance (drama),"Time Traveler's Wife, The",2009,DRAMA ,1.75,A,not in prior list,Yes,,2047070,No,
Movie,Romance (drama),"American President, The",1995,DRAMA ,1.92,A,not in prior list,Yes,,2015319,No,
Movie,Romance (drama),Practical Magic,1998,DRAMA ,1.75,A,not in prior list,Yes,,2003662,Yes,
Movie,Romance (drama),"Lake House, The",2006,DRAMA ,1.63,A,not in prior list,Yes,,2025472,Yes,
Movie,Romance (drama),Message in a Bottle,1999,DRAMA ,2.10,A,not in prior list,Yes,,2003668,No,
Movie,Romance (drama),Tin Cup,1996,DRAMA ,2.25,A,not in prior list,Yes,,2003423,Yes,
Movie,Romance (drama),City of Angels,1998,FANTASY ,1.93,A,not in prior list,Yes,,2003647,Yes,
Movie,Romance (drama),Me Before You,2016,DRAMA ,1.83,B,not in prior list,Yes,,2068798,Yes,
Movie,Romance (drama),"Great Gatsby, The",2013,DRAMA ,2.36,A,not in prior list,Yes,,2064057,No,
Movie,Romance (drama),Winter's Tale,2014,DRAMA ,1.96,B,not in prior list,No,x,2039295,No,
Movie,Romance (drama),Snow Angels,2008,DRAMA ,1.8,C,not in prior list,No,x,2045497,No,
Movie,Romance (drama),Love in the Time of Cholera,2007,DRAMA ,2.3,C,not in prior list,No,x,2046390,No,
Movie,Romance (drama),"Fountain, The",2006,DRAMA ,1.61,C,not in prior list,No,x,2005781,No,
Movie,Romance (drama),Little Children,2006,DRAMA ,2.3,C,not in prior list,No,x,2040155,No,
Movie,Romance (drama),"Science of Sleep, The",2006,DRAMA ,1.78,C,not in prior list,No,x,2041944,No,
Movie,Romance (drama),Eros,2005,DRAMA ,1.8,C,not in prior list,No,x,2025658,No,
Movie,Romance (drama),MAR ADENTRO AKA THE SEA INSIDE,2004,DRAMA ,2.11,C,not in prior list,No,x,2035950,No,
Movie,Romance (drama),A Very Long Engagement,2004,DRAMA ,2.23,C,not in prior list,No,x,2026535,No,
Movie,Romance (drama),We Don't Live Here Anymore,2004,DRAMA ,1.65,C,not in prior list,No,x,2027316,No,
Movie,Romance (drama),"Home at the End of the World, A",2004,DRAMA ,1.61,C,not in prior list,No,x,2026744,No,
Movie,Romance (drama),"Majestic, The",2001,DRAMA ,2.5,C,not in prior list,No,,2004656,Yes,
Movie,Romance (drama),Sweet November,2001,DRAMA ,1.9,B,not in prior list,No,,2004605,No,
Movie,Romance (drama),Proof of Life,2000,DRAMA ,2.26,C,not in prior list,No,,2004603,No,
Movie,Romance (drama),Liberty Heights,1999,DRAMA ,2.03,C,not in prior list,No,,2003714,No,
Movie,Romance (drama),One Night Stand,1997,DRAMA ,1.71,C,not in prior list,No,,2017088,No,
Movie,Romance (drama),Julian Po,1997,DRAMA ,1.5,C,not in prior list,No,,2017066,No,
Movie,Romance (drama),For Roseanna,1997,DRAMA ,1.66,C,not in prior list,No,,2017091,No,
Movie,Romance (drama),Addicted to Love,1997,DRAMA ,1.6,C,not in prior list,No,,2003561,No,
Movie,Romance (drama),Carried Away,1996,DRAMA ,1.78,C,not in prior list,No,,2017025,No,
Movie,Romance (drama),Bed Of Roses (1996),1996,DRAMA ,1.46,C,not in prior list,No,,2016669,No,
Movie,Romance (drama),Othello (1995),1995,DRAMA ,2.06,C,2015320,No,,2015320,No,
Movie,Romance (drama),Frankie Starlight,1995,DRAMA ,1.66,C,not in prior list,No,,2017018,No,
Movie,Romance (drama),"Run of the Country, The",1995,DRAMA ,1.81,C,not in prior list,No,,2015317,No,
Movie,Romance (drama),Something to Talk About,1995,DRAMA ,1.7,C,not in prior list,No,,2003382,No,
Movie,Romance (drama),Don Juan Demarco,1995,DRAMA ,1.5,C,not in prior list,No,,2016992,No,
Movie,Romance (drama),"Last Ride, The",1995,DRAMA ,1.63,C,not in prior list,No,,2008047,No,
Movie,Romance (drama),Love Affair (1994),1994,DRAMA ,1.8,C,2003269,No,,2003269,No,
Movie,Romance (drama),Arizona Dream,1994,DRAMA ,1.98,C,not in prior list,No,,2003328,No,
Movie,Romance (drama),Fearless,1993,DRAMA ,2.03,C,not in prior list,No,,2063070,No,
Movie,Romance (drama),M. Butterfly,1993,DRAMA ,1.66,C,not in prior list,No,,2003264,No,
Movie,Romance (drama),Damage,1992,DRAMA ,1.85,C,not in prior list,No,,2016694,No,
Movie,Romance (drama),Pure Country,1992,DRAMA ,1.86,C,not in prior list,No,,2003084,No,
Movie,Romance (drama),Simple Men,1992,DRAMA ,1.75,C,not in prior list,No,,2016791,No,
Movie,Romance (drama),Where Angels Fear To Tread,1992,DRAMA ,1.86,C,not in prior list,No,,2016819,No,
Movie,Romance (drama),Meeting Venus,1991,DRAMA ,1.96,C,not in prior list,No,,2002539,No,
Movie,Romance (drama),My Own Private Idaho,1991,DRAMA ,1.7,C,2016762,No,,2016762,No,
Movie,Romance (drama),Dogfight,1991,DRAMA ,1.56,C,not in prior list,No,,2002532,No,
Movie,Romance (drama),Defending Your Life,1991,DRAMA ,1.85,C,not in prior list,No,,2002480,No,
Movie,Romance (drama),Men Don't Leave,1990,DRAMA ,1.91,C,not in prior list,No,,2002422,No,
Movie,Romance (drama),See You in the Morning,1989,DRAMA ,1.98,C,not in prior list,No,,2002407,No,
Movie,Romance (drama),"Accidental Tourist, The",1988,DRAMA ,2.08,C,not in prior list,No,,2002321,No,
Movie,Romance (drama),Dangerous Liaisons,1988,DRAMA ,2,C,not in prior list,No,,2002335,No,
Movie,Romance (drama),Made in Heaven,1987,DRAMA ,1.71,CLASSIC,not in prior list,No,,2058850,No,
Movie,Romance (drama),"MAN AND A WOMAN, A: 20 YEARS LATER",1986,DRAMA ,1.88,CLASSIC,not in prior list,No,,2002208,No,
Movie,Romance (drama),Seven Minutes in Heaven,1986,DRAMA ,1.48,C,2002155,No,,2002155,No,
Movie,Romance (drama),Revolution,1985,DRAMA ,2.11,C,not in prior list,No,,2002157,No,
Movie,Romance (drama),Twice In a Lifetime,1985,DRAMA ,1.95,CLASSIC,not in prior list,No,,2026852,No,
Movie,Romance (drama),Love and Money,1982,DRAMA ,1.5,CLASSIC,not in prior list,No,,2011635,No,
Movie,Romance (drama),Rich and Famous,1981,DRAMA ,1.95,CLASSIC,not in prior list,No,,2011948,No,
Movie,Romance (drama),"Postman Always Rings Twice, The",1981,DRAMA ,2.05,C,not in prior list,No,,2007906,No,
Movie,Romance (drama),Honeysuckle Rose,1980,DRAMA ,2,CLASSIC,not in prior list,No,,2001959,No,
Movie,Romance (drama),McCabe and Mrs. Miller,1971,DRAMA ,1.78,CLASSIC,2001599,No,,2001599,No,
Movie,Romance (drama),Death in Venice,1971,DRAMA ,2.18,CLASSIC,not in prior list,No,,2001597,No,
Movie,Romance (drama),House of Dark Shadows,1970,DRAMA ,1.6,CLASSIC,not in prior list,No,,2010590,No,
Movie,Romance (drama),Double Trouble,1967,DRAMA ,1.5,CLASSIC,not in prior list,No,,2008547,No,
