title_name,title_number,offering_start_date,genre,medal,pred_type,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01,2025-09-01,2025-10-01,2025-11-01,2025-12-01,2026-01-01,2026-02-01,2026-03-01,2026-04-01,2026-05-01,2026-06-01,2026-07-01,2026-08-01,2026-09-01,2026-10-01,2026-11-01,2026-12-01,2027-01-01,2027-02-01,2027-03-01,2027-04-01,2027-05-01,2027-06-01,2027-07-01,2027-08-01,2027-09-01,2027-10-01,2027-11-01,2027-12-01,2028-01-01,2028-02-01,2028-03-01,2028-04-01,2028-05-01,2028-06-01,2028-07-01,2028-08-01,2028-09-01,2028-10-01,2028-11-01,2028-12-01,2029-01-01,2029-02-01,2029-03-01,2029-04-01,2029-05-01,2029-06-01,2029-07-01,2029-08-01,2029-09-01,2029-10-01,2029-11-01,2029-12-01,2030-01-01,2030-02-01,2030-03-01,2030-04-01
Unnamed Documentary Bronze,1718.0,2026-09-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1719.0,2026-03-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1720.0,2026-10-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1815.0,2027-05-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1816.0,2027-08-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1817.0,2027-04-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1818.0,2027-09-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1819.0,2027-03-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1820.0,2027-10-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1821.0,2027-02-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1822.0,2027-11-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1922.0,2028-05-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1923.0,2028-08-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1924.0,2028-04-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1925.0,2028-09-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1926.0,2028-03-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1927.0,2028-10-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Unnamed Documentary Bronze,1928.0,2028-06-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
Unnamed Documentary Bronze,2029.0,2029-05-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
Unnamed Documentary Bronze,2030.0,2029-08-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,
Unnamed Documentary Bronze,2031.0,2029-04-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Unnamed Documentary Bronze,2032.0,2029-09-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,
Unnamed Documentary Bronze,2033.0,2029-03-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Unnamed Documentary Bronze,2034.0,2029-10-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Unnamed Documentary Bronze,2035.0,2029-06-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
Unnamed Documentary Gold,1606.0,2025-08-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027743921458718607,-0.0004011896336369368,-0.00026227934715660514,-0.00024390780460661462,-0.0002270539744522323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1607.0,2025-04-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027504600994750503,-0.00042512168003374707,-0.000254103262378885,-0.00025208388938433474,-0.0002270539744522323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1608.0,2025-09-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027504600994750503,-0.00042512168003374707,-0.000254103262378885,-0.00025208388938433474,-0.0002270539744522323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1609.0,2025-03-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027743921458718607,-0.0004011896336369368,-0.00026227934715660514,-0.00024390780460661462,-0.0002270539744522323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1703.0,2026-05-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027743921458718607,-0.0004011896336369368,-0.00026227934715660514,-0.00025201953991355324,-0.00021894223914529365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1704.0,2026-08-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027743921458718607,-0.0004011896336369368,-0.00026227934715660514,-0.00024390780460661462,-0.0002270539744522323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1705.0,2026-04-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027504600994750503,-0.00042512168003374707,-0.000254103262378885,-0.00025208388938433474,-0.0002270539744522323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1706.0,2026-09-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027504600994750503,-0.00042512168003374707,-0.000254103262378885,-0.00025208388938433474,-0.0002270539744522323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1803.0,2027-05-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027743921458718607,-0.0004011896336369368,-0.00026227934715660514,-0.00025201953991355324,-0.00021894223914529365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1804.0,2027-08-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027743921458718607,-0.0004011896336369368,-0.00026227934715660514,-0.00024390780460661462,-0.0002270539744522323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1805.0,2027-04-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027504600994750503,-0.00042512168003374707,-0.000254103262378885,-0.00025208388938433474,-0.0002270539744522323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1806.0,2027-09-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027504600994750503,-0.00042512168003374707,-0.000254103262378885,-0.00025208388938433474,-0.0002270539744522323,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1911.0,2028-08-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027743921458718607,-0.0004011896336369368,-0.00026227934715660514,-0.00024390780460661462,-0.0002270539744522323,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1912.0,2028-04-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027504600994750503,-0.00042512168003374707,-0.000254103262378885,-0.00025208388938433474,-0.0002270539744522323,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1913.0,2028-09-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027504600994750503,-0.00042512168003374707,-0.000254103262378885,-0.00025208388938433474,-0.0002270539744522323,,,,,,,,,,,,,,,
Unnamed Documentary Gold,1914.0,2028-03-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027743921458718607,-0.0004011896336369368,-0.00026227934715660514,-0.00024390780460661462,-0.0002270539744522323,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Gold,2018.0,2029-08-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027743921458718607,-0.0004011896336369368,-0.00026227934715660514,-0.00024390780460661462,-0.0002270539744522323,,,,
Unnamed Documentary Gold,2019.0,2029-04-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027504600994750503,-0.00042512168003374707,-0.000254103262378885,-0.00025208388938433474,-0.0002270539744522323,,,,,,,,
Unnamed Documentary Gold,2020.0,2029-09-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027504600994750503,-0.00042512168003374707,-0.000254103262378885,-0.00025208388938433474,-0.0002270539744522323,,,
Unnamed Documentary Gold,2021.0,2029-03-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027743921458718607,-0.0004011896336369368,-0.00026227934715660514,-0.00024390780460661462,-0.0002270539744522323,,,,,,,,,
Unnamed Documentary Platinum,1603.0,2025-06-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00396659402662792,-0.0006130920121087118,-0.00037824787639632423,-0.00035175323611681534,-0.0003274473746978719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Platinum,1604.0,2025-07-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00400110778390827,-0.0005917082717427148,-0.000365117859481971,-0.0003634516282586358,-0.0003157489825560514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Platinum,1605.0,2025-05-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00400110778390827,-0.0005785782548283616,-0.00037824787639632423,-0.0003634516282586358,-0.0003157489825560514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Platinum,1701.0,2026-06-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00396659402662792,-0.0006130920121087118,-0.00037824787639632423,-0.00035175323611681534,-0.0003274473746978719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Platinum,1702.0,2026-07-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00400110778390827,-0.0005917082717427148,-0.000365117859481971,-0.0003634516282586358,-0.0003157489825560514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Platinum,1801.0,2027-06-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00396659402662792,-0.0006130920121087118,-0.00037824787639632423,-0.00035175323611681534,-0.0003274473746978719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Platinum,1802.0,2027-07-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00400110778390827,-0.0005917082717427148,-0.000365117859481971,-0.0003634516282586358,-0.0003157489825560514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Platinum,1908.0,2028-06-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00396659402662792,-0.0006130920121087118,-0.00037824787639632423,-0.00035175323611681534,-0.0003274473746978719,,,,,,,,,,,,,,,,,,
Unnamed Documentary Platinum,1909.0,2028-07-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00400110778390827,-0.0005917082717427148,-0.000365117859481971,-0.0003634516282586358,-0.0003157489825560514,,,,,,,,,,,,,,,,,
Unnamed Documentary Platinum,1910.0,2028-05-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00400110778390827,-0.0005785782548283616,-0.00037824787639632423,-0.0003634516282586358,-0.0003157489825560514,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Platinum,2015.0,2029-06-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00396659402662792,-0.0006130920121087118,-0.00037824787639632423,-0.00035175323611681534,-0.0003274473746978719,,,,,,
Unnamed Documentary Platinum,2016.0,2029-07-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00400110778390827,-0.0005917082717427148,-0.000365117859481971,-0.0003634516282586358,-0.0003157489825560514,,,,,
Unnamed Documentary Platinum,2017.0,2029-05-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00400110778390827,-0.0005785782548283616,-0.00037824787639632423,-0.0003634516282586358,-0.0003157489825560514,,,,,,,
Unnamed Documentary Silver,1610.0,2025-10-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.0001897501757451704,-0.00012404994557345004,-0.00011919737695189273,-0.0001035528460175938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1611.0,2025-02-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001276084048566037,-0.00021711874035535418,-0.00012118775901038084,-0.00011929746430271445,-0.00011506322940187451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1612.0,2025-11-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013008817863119856,-0.00020106928678143872,-0.00012404994557345004,-0.00010768699356761201,-0.00011506322940187451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1613.0,2025-01-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.00018100189157313717,-0.00012506113410849098,-0.00011542408920460429,-0.00011506322940187451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1614.0,2025-12-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.0001940562881789581,-0.00011200673750267008,-0.00011926108642640467,-0.00011122623218007413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1615.0,2025-06-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013008817863119856,-0.00020106928678143872,-0.00012404994557345004,-0.00011536077931566657,-0.00010738944365381995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1616.0,2025-07-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.0001940562881789581,-0.00011974383313966237,-0.00011919737695189273,-0.0001035528460175938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1617.0,2025-05-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.0001897501757451704,-0.00012404994557345004,-0.00011919737695189273,-0.0001035528460175938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1707.0,2026-03-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.0001897501757451704,-0.00012404994557345004,-0.00011536077931566657,-0.00010738944365381995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1708.0,2026-10-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.0001897501757451704,-0.00012404994557345004,-0.00011919737695189273,-0.0001035528460175938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1709.0,2026-02-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001276084048566037,-0.00021711874035535418,-0.00012118775901038084,-0.00011929746430271445,-0.00011506322940187451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1710.0,2026-11-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013008817863119856,-0.00020106928678143872,-0.00012404994557345004,-0.00010768699356761201,-0.00011506322940187451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1711.0,2026-01-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.00018100189157313717,-0.00012506113410849098,-0.00011542408920460429,-0.00011506322940187451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1712.0,2026-12-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.0001940562881789581,-0.00011200673750267008,-0.00011926108642640467,-0.00011122623218007413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1713.0,2026-06-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013008817863119856,-0.00020106928678143872,-0.00012404994557345004,-0.00011536077931566657,-0.00010738944365381995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1807.0,2027-03-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.0001897501757451704,-0.00012404994557345004,-0.00011536077931566657,-0.00010738944365381995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1808.0,2027-10-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.0001897501757451704,-0.00012404994557345004,-0.00011919737695189273,-0.0001035528460175938,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1809.0,2027-02-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001276084048566037,-0.00021711874035535418,-0.00012118775901038084,-0.00011929746430271445,-0.00011506322940187451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1810.0,2027-11-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013008817863119856,-0.00020106928678143872,-0.00012404994557345004,-0.0001115239907894124,-0.00011122623218007413,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1811.0,2027-01-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.00018100189157313717,-0.00012506113410849098,-0.00011542408920460429,-0.00011506322940187451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1812.0,2027-12-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.0001940562881789581,-0.00011587680021207733,-0.0001192278122432516,-0.00010738944365381995,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1813.0,2027-06-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013008817863119856,-0.00020106928678143872,-0.00012404994557345004,-0.00011536077931566657,-0.00010738944365381995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1814.0,2027-07-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.0001940562881789581,-0.00011974383313966237,-0.00011919737695189273,-0.0001035528460175938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unnamed Documentary Silver,1915.0,2028-10-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001312200897348254,-0.0001897501757451704,-0.00012404994557345004,-0.00011919737695189273,-0.0001035528460175938,,,,,,,,,,,,,,
Unnamed Documentary Silver,1916.0,2028-02-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001288864543116097,-0.00020873643204381536,-0.0001206629478699698,-0.00011926108642640467,-0.00011122623218007413,,,,,,,,,,,,,,,,,,,,,,
